0.000000,15.686275,4015.686275,0.001223,0.615543
1.000000,19.607843,4015.686275,0.001227,0.615565
2.000000,23.529412,4015.686275,0.001260,0.615553
3.000000,27.450980,4015.686275,0.001270,0.615499
4.000000,31.372549,4015.686275,0.001214,0.615565
5.000000,35.294118,4015.686275,0.001231,0.615501
6.000000,39.215686,4015.686275,0.001221,0.615490
7.000000,43.137255,4015.686275,0.001225,0.615581
8.000000,47.058824,4015.686275,0.001269,0.615483
9.000000,50.980392,3996.078431,0.001283,0.615541
10.000000,54.901961,3992.156863,0.001265,0.615485
11.000000,58.823529,3988.235294,0.001272,0.615466
12.000000,62.745098,3984.313725,0.001268,0.615519
13.000000,66.666667,3980.392157,0.001229,0.615483
14.000000,70.588235,3976.470588,0.001271,0.615478
15.000000,74.509804,3972.549020,0.001266,0.615462
16.000000,78.431373,3968.627451,0.001288,0.615503
17.000000,82.352941,3964.705882,0.001241,0.615450
18.000000,86.274510,3960.784314,0.001237,0.615480
19.000000,90.196078,3956.862745,0.001235,0.615433
20.000000,94.117647,3952.941176,0.001238,0.615455
21.000000,98.039216,3949.019608,0.001243,0.615425
22.000000,101.960784,3945.098039,0.001235,0.615464
23.000000,105.882353,3941.176471,0.001230,0.615431
24.000000,109.803922,3937.254902,0.001245,0.615433
25.000000,113.725490,3933.333333,0.001227,0.615417
26.000000,117.647059,3929.411765,0.001218,0.615440
27.000000,121.568627,3925.490196,0.001260,0.615450
28.000000,125.490196,3921.568627,0.001270,0.615410
29.000000,129.411765,3917.647059,0.001270,0.615417
30.000000,133.333333,3913.725490,0.001250,0.615434
31.000000,137.254902,3909.803922,0.001238,0.615431
32.000000,141.176471,3905.882353,0.001277,0.615462
33.000000,145.098039,3901.960784,0.001267,0.615426
34.000000,149.019608,3898.039216,0.001234,0.615370
35.000000,152.941176,3894.117647,0.001216,0.615378
36.000000,156.862745,3890.196078,0.001271,0.615462
37.000000,160.784314,3886.274510,0.001274,0.615349
38.000000,164.705882,3882.352941,0.001220,0.615371
39.000000,168.627451,3878.431373,0.001218,0.615342
40.000000,172.549020,3874.509804,0.001262,0.615358
41.000000,176.470588,3870.588235,0.001274,0.615349
42.000000,180.392157,3866.666667,0.001225,0.615417
43.000000,184.313725,3862.745098,0.001218,0.615408
