7.000000,19.607843,27.450980,0.000491,0.000310
8.000000,19.607843,27.450980,0.000469,0.000300
9.000000,19.607843,31.372549,0.000310,0.000319
10.000000,19.607843,35.294118,0.000503,0.000386
11.000000,19.607843,39.215686,0.000309,0.000394
12.000000,19.607843,43.137255,0.000443,0.000357
13.000000,19.607843,47.058824,0.000454,0.000320
14.000000,19.607843,50.980392,0.000348,0.000358
15.000000,19.607843,54.901961,0.000499,0.000330
16.000000,19.607843,58.823529,0.000454,0.000359
17.000000,19.607843,62.745098,0.000423,0.000311
18.000000,19.607843,66.666667,0.000356,0.000347
19.000000,19.607843,70.588235,0.000436,0.000339
20.000000,19.607843,74.509804,0.000365,0.000339
21.000000,19.607843,78.431373,0.000340,0.000376
22.000000,19.607843,82.352941,0.000476,0.000320
23.000000,19.607843,86.274510,0.000440,0.000358
24.000000,19.607843,90.196078,0.000389,0.000349
25.000000,19.607843,94.117647,0.000283,0.000357
26.000000,19.607843,98.039216,0.000343,0.000348
27.000000,19.607843,101.960784,0.000531,0.000377
28.000000,19.607843,105.882353,0.000312,0.000329
29.000000,19.607843,109.803922,0.000462,0.000375
30.000000,19.607843,113.725490,0.000307,0.000329
31.000000,19.607843,117.647059,0.000295,0.000366
32.000000,19.607843,121.568627,0.000376,0.000358
33.000000,19.607843,125.490196,0.000460,0.000376
34.000000,19.607843,129.411765,0.000420,0.000329
35.000000,19.607843,133.333333,0.000395,0.000338
36.000000,19.607843,137.254902,0.000472,0.000338
37.000000,19.607843,141.176471,0.000300,0.000339
38.000000,19.607843,145.098039,0.000454,0.000349
39.000000,19.607843,149.019608,0.000390,0.000366
40.000000,19.607843,152.941176,0.000351,0.000396
41.000000,19.607843,156.862745,0.000376,0.000349
42.000000,19.607843,160.784314,0.000354,0.000393
43.000000,19.607843,164.705882,0.000492,0.000347
44.000000,19.607843,168.627451,0.000354,0.000338
45.000000,19.607843,172.549020,0.000484,0.000365
46.000000,19.607843,176.470588,0.000377,0.000349
47.000000,19.607843,180.392157,0.000373,0.000394
48.000000,19.607843,184.313725,0.000287,0.000350
49.000000,19.607843,188.235294,0.000350,0.000339
50.000000,19.607843,192.156863,0.000384,0.000386
51.000000,19.607843,196.078431,0.000465,0.000331
